Species,Estimated population,Fraction Population in PA1,Fraction Population in PA2,Fraction Population lost 2013,Fraction Population lost 2050 BAU,Fraction Population lost 2050 IGS,Fraction Population lost PA 2013,Fraction Population lost PA 2050 BAU,Fraction Population lost PA 2050 IGS,IUCN2013,IUCN2050BAU,IUCN2050IGS,,,,,last modified 02/07/2015
Meliosma glabrata,1641245,0.178,0.297,0.111,0.174,0.122,0.001,0.028,0.006,,,,,,,,
Beilschmiedia tovarensis,1641180,0.178,0.282,0.043,0.320,0.190,0.001,0.070,0.033,,VU,,,,,,
Parkia bicolor,1635266,0.176,0.432,0.020,0.355,0.124,0.000,0.167,0.028,,VU,,,,,,
Moronobea pulchra,1635133,0.102,0.563,0.041,0.303,0.128,0.002,0.135,0.047,,VU,,,,,,
Inga striolata,1633551,0.163,0.201,0.144,0.380,0.253,0.003,0.055,0.028,,VU,,,,,,
Pseudoxandra obscurinervis,1625682,0.049,0.486,0.026,0.476,0.237,0.000,0.179,0.074,,VU,,,,,,
Pouteria stipitata,1619835,0.086,0.442,0.040,0.177,0.143,0.003,0.081,0.062,,,,,,,,
Suessenguthia multisetosa,1619245,0.178,0.264,0.194,0.307,0.194,0.001,0.033,0.005,,VU,,,,,,
Posoqueria coriacea,1617484,0.051,0.487,0.139,0.278,0.232,0.006,0.085,0.071,,,,,,,,
Cybianthus nanayensis,1616192,0.024,0.414,0.039,0.077,0.067,0.002,0.034,0.031,,,,,,,,
Guarea vasquezii,1616192,0.024,0.414,0.039,0.077,0.067,0.002,0.034,0.031,,,,,,,,
Eschweilera pittieri,1610962,0.134,0.626,0.006,0.028,0.023,0.000,0.012,0.014,,,,,,,,
Hirtella couepiiflora,1606824,0.185,0.459,0.005,0.021,0.025,0.000,0.009,0.012,,,,,,,,
Combretum latifolium,1605835,0.010,0.142,0.672,0.865,0.723,0.017,0.063,0.037,EN,CR,EN,,,,,
Dacryodes edulis,1605636,0.134,0.626,0.006,0.028,0.023,0.000,0.012,0.014,,,,,,,,
Talisia pachycarpa,1603313,0.176,0.642,0.019,0.091,0.041,0.001,0.047,0.015,,,,,,,,
Euphronia hirtelloides,1603170,0.134,0.570,0.048,0.189,0.115,0.004,0.099,0.054,,,,,,,,
Pouteria deliciosa,1603049,0.172,0.326,0.021,0.408,0.197,0.000,0.204,0.067,,VU,,,,,,
Ficus cuatrecasasiana,1602282,0.157,0.249,0.114,0.261,0.188,0.002,0.033,0.015,,,,,,,,
Vitex flavens,1601178.447,0.018100355,0.601058154,0.049415368,0.644418031,0.196054493,0.000399601,0.37745167,0.066159735,,EN,,,,,,
Chomelia polyantha,1598819,0.170,0.133,0.171,0.465,0.362,0.007,0.049,0.032,,VU,VU,,,,,
Lorostemon coelhoi,1597782,0.045,0.419,0.041,0.542,0.286,0.001,0.178,0.073,,EN,,,,,,
Endlicheria gracilis,1596862,0.195,0.235,0.129,0.289,0.235,0.001,0.030,0.026,,,,,,,,
Pachira amazonica,1596359,0.134,0.424,0.042,0.396,0.165,0.000,0.157,0.027,,VU,,,,,,
Henriettella caudata,1593322,0.035,0.274,0.360,0.732,0.536,0.029,0.145,0.068,VU,EN,EN,,,,,
Astrocaryum paramaca,1592728,0.088,0.136,0.025,0.196,0.165,0.000,0.017,0.010,,,,,,,,
Cordia collococa,1588911,0.185,0.185,0.108,0.268,0.212,0.002,0.027,0.022,,,,,,,,
Coccoloba parimensis,1585532,0.183,0.195,0.087,0.266,0.107,0.007,0.029,0.014,,,,,,,,
Pachira nukakica,1585532,0.183,0.195,0.087,0.266,0.107,0.007,0.029,0.014,,,,,,,,
Rhodostemonodaphne sordida,1578874,0.030,0.373,0.025,0.642,0.291,0.000,0.222,0.070,,EN,,,,,,
Aiouea impressa,1575863,0.102,0.264,0.063,0.188,0.137,0.001,0.036,0.023,,,,,,,,
Chamaecrista scleroxylon,1569986,0.142,0.621,0.038,0.544,0.121,0.000,0.379,0.033,,EN,,,,,,
Matisia arteagensis,1568945,0.160,0.204,0.148,0.412,0.324,0.006,0.046,0.030,,VU,VU,,,,,
Triplaris peruviana,1568773.508,0.186595568,0.283511654,0.063339973,0.394744402,0.244717509,0.001332602,0.071096657,0.032118176,,VU,,,,,,
Cecropia leucoma,1566025,0.008,0.491,0.174,0.801,0.372,0.003,0.346,0.035,,CR,VU,,,,,
Pouteria campechiana,1563413,0.153,0.211,0.091,0.235,0.180,0.002,0.028,0.023,,,,,,,,
Myrcia subsericea,1561493,0.075,0.615,0.013,0.382,0.173,0.000,0.213,0.078,,VU,,,,,,
Acanthocladus scleroxyon,1561249,0.174,0.405,0.035,0.312,0.156,0.001,0.083,0.040,,VU,,,,,,
Syagrus orinocensis,1560107,0.033,0.283,0.019,0.050,0.044,0.001,0.014,0.012,,,,,,,,
Erisma nitidum,1558692,0.224,0.255,0.017,0.507,0.257,0.000,0.287,0.100,,EN,,,,,,
Sloanea longipes,1552002,0.014,0.325,0.009,0.119,0.044,0.000,0.045,0.011,,,,,,,,
Paloue riparia,1550444,0.195,0.248,0.019,0.545,0.297,0.000,0.286,0.112,,EN,,,,,,
Pouteria gabrielensis,1544541,0.120,0.513,0.046,0.141,0.093,0.003,0.056,0.036,,,,,,,,
Eugenia dysenterica,1543135,0.009,0.210,0.409,0.766,0.463,0.013,0.054,0.011,VU,EN,VU,,,,,
Mouriri elliptica,1543135,0.009,0.210,0.409,0.766,0.463,0.013,0.054,0.011,VU,EN,VU,,,,,
Byrsonima ciliata,1542241,0.141,0.539,0.048,0.157,0.105,0.004,0.069,0.042,,,,,,,,
Inga pauciflora,1541742,0.031,0.534,0.010,0.076,0.028,0.000,0.027,0.011,,,,,,,,
Swartzia parvifolia,1541427,0.126,0.490,0.012,0.063,0.045,0.000,0.020,0.018,,,,,,,,
Licania occultans,1540541,0.050,0.503,0.030,0.504,0.261,0.000,0.206,0.089,,EN,,,,,,
Chrysophyllum durifructum,1538737,0.195,0.297,0.018,0.463,0.234,0.000,0.250,0.089,,VU,,,,,,
Miconia insularis,1536339,0.048,0.317,0.056,0.267,0.202,0.001,0.054,0.040,,,,,,,,
Aspidosperma helstonei,1536269,0.567,0.308,0.004,0.345,0.025,0.000,0.330,0.015,,VU,,,,,,
Dimorphandra polyandra,1532953,0.129,0.134,0.013,0.236,0.174,0.000,0.056,0.017,,,,,,,,
Tachigali hypoleuca,1529847,0.091,0.285,0.111,0.213,0.133,0.001,0.037,0.007,,,,,,,,
Hippotis brevipes,1529336,0.048,0.259,0.047,0.142,0.113,0.001,0.024,0.021,,,,,,,,
Cecropia hololeuca,1525390,0.103,0.612,0.012,0.150,0.056,0.001,0.067,0.021,,,,,,,,
Ocotea chrysophylla,1521449,0.010,0.330,0.008,0.085,0.024,0.000,0.030,0.005,,,,,,,,
Gnetum nodiflorum,1520855,0.027,0.553,0.052,0.658,0.211,0.000,0.349,0.060,,EN,,,,,,
Commiphora leptophloeos,1518605,0.173,0.272,0.170,0.291,0.197,0.001,0.031,0.005,,,,,,,,
Diospyros micrantha,1518297,0.012,0.265,0.005,0.078,0.025,0.000,0.031,0.005,,,,,,,,
Chloroleucon mangense,1517648,0.134,0.626,0.006,0.028,0.023,0.000,0.012,0.014,,,,,,,,
Quiina rigidifolia,1517648,0.134,0.626,0.006,0.028,0.023,0.000,0.012,0.014,,,,,,,,
Malouetia duckei,1513615,0.025,0.573,0.043,0.599,0.215,0.000,0.322,0.072,,EN,,,,,,
Sphinctanthus maculatus,1513242,0.051,0.488,0.139,0.278,0.233,0.006,0.085,0.071,,,,,,,,
Pourouma formicarum,1512763,0.011,0.303,0.007,0.085,0.026,0.000,0.031,0.005,,,,,,,,
Croton cajucara,1512750,0.032,0.302,0.303,0.689,0.495,0.015,0.149,0.061,VU,EN,VU,,,,,
Neea davidsei,1507852,0.188,0.115,0.185,0.381,0.319,0.001,0.040,0.044,,VU,VU,,,,,
Annona helosioides,1498200,0.077,0.316,0.051,0.124,0.100,0.001,0.022,0.018,,,,,,,,
Endlicheria aurea,1496727,0.029,0.628,0.069,0.568,0.259,0.001,0.321,0.128,,EN,,,,,,
Vantanea deniseae,1496314.213,0.049864163,0.503451259,0.030892415,0.50914372,0.26397245,5.58178E-05,0.208458379,0.089607019,,EN,,,,,,
Inga cecropietorum,1496064,0.013,0.471,0.020,0.168,0.084,0.001,0.054,0.025,,,,,,,,
Nectandra yarinensis,1494648,0.090,0.392,0.041,0.478,0.299,0.001,0.125,0.049,,VU,,,,,,
Sloanea echinocarpa,1494048,0.028,0.243,0.096,0.470,0.304,0.003,0.105,0.044,,VU,VU,,,,,
Tabernaemontana grandiflora,1486986,0.188,0.113,0.186,0.382,0.320,0.001,0.040,0.044,,VU,VU,,,,,
Quiina grandifolia,1486158,0.052,0.241,0.044,0.109,0.091,0.001,0.017,0.016,,,,,,,,
Inga lomatophylla,1485669,0.123,0.077,0.014,0.287,0.177,0.000,0.065,0.015,,,,,,,,
Vochysia spathiphylla,1483367.006,0.176627712,0.679050373,0.010753211,0.072449697,0.023685871,0.000294414,0.048425246,0.013954321,,,,,,,,
Garcinia spruceana,1482380,0.153,0.578,0.014,0.040,0.040,0.000,0.016,0.024,,,,,,,,
Vismia bemerguii,1481136.965,0.031858899,0.310488642,0.446403436,0.702620861,0.519841436,0.000547963,0.109455978,0.022280725,VU,EN,EN,,,,,
Chomelia paniculata,1480802,0.147,0.323,0.177,0.284,0.197,0.001,0.038,0.009,,,,,,,,
Bactris guineensis,1477319,0.028,0.145,0.526,0.850,0.668,0.024,0.075,0.039,EN,CR,EN,,,,,
Raphia taedigera,1477319,0.028,0.145,0.526,0.850,0.668,0.024,0.075,0.039,EN,CR,EN,,,,,
Sloanea stipitata,1471404,0.038,0.489,0.085,0.236,0.132,0.001,0.071,0.018,,,,,,,,
Ocotea abbreviata,1468840,0.054,0.179,0.647,0.834,0.701,0.046,0.080,0.055,EN,CR,EN,,,,,
Enterolobium oldemanii,1468325,0.282,0.248,0.007,0.184,0.065,0.000,0.129,0.021,,,,,,,,
Sabal mauritiiformis,1461200,0.069,0.408,0.015,0.004,0.002,0.000,0.001,0.000,,,,,,,,
Calliandra cumingii,1458272,0.027,0.154,0.730,0.922,0.808,0.062,0.117,0.069,EN,CR,CR,,,,,
Terminalia yapacana,1454356,0.117,0.583,0.043,0.141,0.102,0.003,0.065,0.042,,,,,,,,
Myrceugenia correifolia,1454249,0.033,0.140,0.559,0.849,0.682,0.027,0.075,0.041,EN,CR,EN,,,,,
Tovomita triflora,1449943.711,0.039707367,0.146658136,0.53840727,0.819449175,0.655154322,0.029596239,0.083382209,0.043458521,EN,CR,EN,,,,,
Ficus macbridei,1445537,0.066,0.205,0.046,0.143,0.108,0.002,0.024,0.017,,,,,,,,
Cordia trachyphylla,1444266,0.139,0.326,0.070,0.424,0.240,0.002,0.125,0.057,,VU,,,,,,
Pterogyne nitens,1443268,0.061,0.264,0.166,0.634,0.421,0.001,0.110,0.020,,EN,VU,,,,,
Chloroleucon acacioides,1442883,0.015,0.167,0.619,0.847,0.658,0.015,0.041,0.031,EN,CR,EN,,,,,
Trigynaea lagaropoda,1439472.101,0.039115743,0.27262731,0.03596034,0.126946649,0.099074313,0.000830234,0.021361698,0.019513641,,,,,,,,
Zollernia grandifolia,1437964.289,0.115421561,0.334057281,0.22863834,0.74374221,0.35541481,0.002683781,0.239204217,0.057841344,,EN,VU,,,,,
Hirtella burchellii,1437674,0.034,0.342,0.028,0.299,0.147,0.000,0.099,0.038,,,,,,,,
Endlicheria directonervia,1437602,0.084,0.380,0.093,0.191,0.163,0.003,0.044,0.039,,,,,,,,
Tovomita albiflora,1436535,0.052,0.439,0.019,0.092,0.048,0.000,0.035,0.015,,,,,,,,
Sarcaulus vestitus,1432698,0.151,0.237,0.066,0.174,0.138,0.001,0.022,0.020,,,,,,,,
Guatteria stipitata,1432114,0.081,0.513,0.065,0.141,0.116,0.003,0.046,0.040,,,,,,,,
Guettarda viburnoides,1430332,0.089,0.266,0.258,0.451,0.297,0.003,0.043,0.016,,VU,,,,,,
Pouteria psammophila,1430129,0.040,0.145,0.541,0.820,0.657,0.030,0.083,0.043,EN,CR,EN,,,,,
Kutchubaea neblinensis,1430109,0.011,0.312,0.007,0.082,0.024,0.000,0.031,0.005,,,,,,,,
Fusispermum rubrolignosum,1429869,0.046,0.457,0.018,0.048,0.035,0.000,0.023,0.017,,,,,,,,
Ficus castellviana,1429154,0.058,0.185,0.035,0.096,0.075,0.000,0.013,0.013,,,,,,,,
Lecythis alutacea,1422723,0.011,0.646,0.063,0.639,0.221,0.001,0.384,0.082,,EN,,,,,,
Qualea gracilior,1422664,0.022,0.355,0.155,0.497,0.291,0.002,0.122,0.028,,VU,,,,,,
Porcelia ponderosa,1415073,0.262,0.319,0.040,0.215,0.122,0.001,0.066,0.036,,,,,,,,
Eugenia amblyosepala,1413848,0.069,0.374,0.037,0.172,0.142,0.002,0.063,0.049,,,,,,,,
Xylopia discreta,1412815.563,0.013981702,0.623423247,0.053258884,0.651158317,0.196947942,0.000544369,0.389398833,0.067050276,,EN,,,,,,
Pagamea thyrsiflora,1409408,0.166,0.474,0.070,0.167,0.129,0.006,0.064,0.048,,,,,,,,
Posoqueria macropus,1408309,0.128,0.427,0.039,0.389,0.161,0.000,0.158,0.030,,VU,,,,,,
Qualea sprucei,1407204,0.098,0.535,0.039,0.352,0.229,0.002,0.121,0.070,,VU,,,,,,
Matisia soegengii,1405091,0.123,0.464,0.016,0.050,0.038,0.000,0.022,0.018,,,,,,,,
Erythroxylum ruryi,1401046,0.261,0.385,0.035,0.232,0.130,0.001,0.076,0.042,,,,,,,,
Anomospermum grandifolium,1396892,0.043,0.439,0.082,0.509,0.242,0.002,0.199,0.063,,EN,,,,,,
Dimorphandra cuprea,1396662,0.155,0.487,0.038,0.151,0.103,0.004,0.058,0.041,,,,,,,,
Machaerium caudatum,1385594,0.013,0.626,0.062,0.642,0.234,0.001,0.369,0.073,,EN,,,,,,
Aniba jenmanii,1384255,0.098,0.268,0.022,0.218,0.103,0.000,0.097,0.029,,,,,,,,
Vitex pseudolea,1382346.89,0.147243705,0.267459114,0.059404131,0.216815774,0.141469119,0.001176727,0.039920528,0.020998085,,,,,,,,
Cardiopetalum calophyllum,1379884,0.042,0.390,0.359,0.640,0.372,0.005,0.151,0.022,VU,EN,VU,,,,,
Eugenia longiracemosa,1378599,0.048,0.463,0.032,0.503,0.255,0.000,0.181,0.073,,EN,,,,,,
Abarema turbinata,1371926,0.031,0.632,0.064,0.553,0.252,0.001,0.322,0.133,,EN,,,,,,
Pera arborea,1369733,0.041,0.489,0.037,0.132,0.080,0.000,0.030,0.014,,,,,,,,
Psidium sartorianum,1364890,0.165,0.315,0.181,0.279,0.195,0.001,0.036,0.006,,,,,,,,
Coussarea dulcifolia,1364832,0.218,0.599,0.009,0.024,0.025,0.000,0.012,0.015,,,,,,,,
Rudgea loretensis,1364832,0.218,0.599,0.009,0.024,0.025,0.000,0.012,0.015,,,,,,,,
Ayenia praeclara,1363613,0.049,0.502,0.032,0.516,0.268,0.000,0.210,0.090,,EN,,,,,,
Ocotea obliqua,1358575,0.050,0.504,0.030,0.504,0.261,0.000,0.207,0.089,,EN,,,,,,
Stryphnodendron duckeanum,1353908,0.054,0.450,0.129,0.513,0.250,0.001,0.186,0.041,,EN,,,,,,
Palicourea crocea,1352168,0.029,0.349,0.015,0.260,0.119,0.000,0.095,0.028,,,,,,,,
Duguetia latifolia,1350575,0.125,0.481,0.059,0.123,0.108,0.003,0.040,0.036,,,,,,,,
Annona neoelliptica,1344562,0.278,0.254,0.008,0.276,0.102,0.000,0.196,0.044,,,,,,,,
Lacunaria umbonata,1344103,0.030,0.291,0.489,0.724,0.547,0.001,0.100,0.016,VU,EN,EN,,,,,
Xantolis parvifolia,1341419.018,0.020262206,0.353691816,0.161110634,0.74078776,0.31088299,0.002288279,0.193105275,0.025501137,,EN,VU,,,,,
Bellucia strigosa,1339276,0.268,0.203,0.103,0.325,0.239,0.001,0.057,0.040,,VU,,,,,,
Miconia amazonica,1338063,0.039,0.485,0.012,0.059,0.030,0.000,0.024,0.015,,,,,,,,
Aiouea saligna,1336411,0.000,0.205,0.391,0.719,0.469,0.005,0.036,0.009,VU,EN,VU,,,,,
Vochysia pyramidalis,1336303.617,0.011831305,0.234110113,0.450599246,0.729662956,0.474255421,0.004824605,0.041598824,0.005967188,VU,EN,VU,,,,,
Vochysia saccata,1334308.799,0.130361146,0.069769024,0.30029772,0.668772597,0.584262686,0.001631563,0.055718541,0.048018701,VU,EN,EN,,,,,
Buchenavia nitidissima,1333811,0.136,0.158,0.012,0.265,0.143,0.000,0.077,0.008,,,,,,,,
Tovomita amazonica,1331391.812,0.039298955,0.373575163,0.046838182,0.574028774,0.307317477,0.000945402,0.16784303,0.066683368,,EN,VU,,,,,
Eugenia stictopetala,1327049,0.013,0.512,0.109,0.694,0.259,0.001,0.299,0.049,,EN,,,,,,
Coussarea revoluta,1323736,0.040,0.379,0.045,0.568,0.300,0.001,0.166,0.065,,EN,,,,,,
Inga graciliflora,1323404,0.099,0.279,0.010,0.111,0.047,0.000,0.068,0.015,,,,,,,,
Pouteria fulva,1323101,0.050,0.500,0.031,0.509,0.263,0.000,0.207,0.088,,EN,,,,,,
Pera citriodora,1323003,0.044,0.466,0.022,0.070,0.041,0.001,0.029,0.018,,,,,,,,
Matayba stenodictya,1317684,0.162,0.349,0.021,0.497,0.253,0.000,0.258,0.096,,VU,,,,,,
Palicourea nigricans,1316245,0.156,0.540,0.013,0.037,0.037,0.000,0.014,0.020,,,,,,,,
Ficus tonduzii,1310716,0.158,0.122,0.187,0.517,0.403,0.008,0.055,0.035,,EN,VU,,,,,
Neea theifera,1310399,0.015,0.608,0.049,0.648,0.197,0.000,0.380,0.066,,EN,,,,,,
Byrsonima laevis,1308748,0.118,0.582,0.042,0.140,0.100,0.003,0.064,0.042,,,,,,,,
Pouteria brachyandra,1305256,0.192,0.354,0.019,0.363,0.166,0.000,0.184,0.051,,VU,,,,,,
Psychotria anceps,1304745,0.262,0.313,0.071,0.148,0.102,0.000,0.021,0.016,,,,,,,,
Copaifera glycycarpa,1304346,0.015,0.655,0.051,0.652,0.194,0.000,0.412,0.074,,EN,,,,,,
Inga fanchoniana,1304268,0.197,0.183,0.011,0.280,0.147,0.000,0.142,0.039,,,,,,,,
Maytenus longipes,1299720,0.118,0.499,0.012,0.027,0.008,0.000,0.008,0.002,,,,,,,,
Annona glabra,1297452,0.149,0.593,0.015,0.131,0.055,0.001,0.069,0.024,,,,,,,,
Erisma blancoa,1297452,0.149,0.593,0.015,0.131,0.055,0.001,0.069,0.024,,,,,,,,
Tovomita gazelii,1297452.429,0.148993099,0.59310391,0.01462059,0.131260795,0.054823387,0.001423743,0.068932264,0.02385685,,,,,,,,
Diplotropis brasiliensis,1290936,0.045,0.369,0.107,0.477,0.278,0.005,0.110,0.046,,VU,,,,,,
Martiodendron excelsum,1289910,0.019,0.335,0.163,0.754,0.313,0.002,0.186,0.025,,EN,VU,,,,,
Ruprechtia tenuiflora,1289672,0.182,0.490,0.026,0.061,0.056,0.000,0.015,0.024,,,,,,,,
Miconia decurrens,1288127,0.097,0.402,0.046,0.139,0.092,0.001,0.026,0.015,,,,,,,,
Rudgea graciliflora,1283594,0.100,0.501,0.031,0.338,0.180,0.001,0.122,0.049,,VU,,,,,,
Marlierea subulata,1281775,0.217,0.233,0.093,0.338,0.189,0.005,0.064,0.034,,VU,,,,,,
Vismia lauriformis,1279919.712,0.261873925,0.16899201,0.077196608,0.184978661,0.146103317,0.001247354,0.018958832,0.016614435,,,,,,,,
Piptocarpha poeppigiana,1272205,0.183,0.154,0.193,0.372,0.300,0.001,0.040,0.035,,VU,VU,,,,,
Capparidastrum petiolare,1271967,0.169,0.220,0.123,0.288,0.189,0.001,0.042,0.017,,,,,,,,
Vochysia lehmannii,1269085.991,0.059356037,0.376950469,0.01456297,0.001536359,0.00064773,0,0.000278762,0.000142201,,,,,,,,
Warszewiczia elata,1267671.437,0.066621793,0.39645074,0.021143634,0.055061259,0.040016182,2.16995E-05,0.023132016,0.016611908,,,,,,,,
Machaerium lunatum,1266965,0.037,0.407,0.346,0.723,0.395,0.006,0.212,0.026,VU,EN,VU,,,,,
Eugenia cucullata,1264091,0.233,0.287,0.017,0.366,0.149,0.000,0.212,0.052,,VU,,,,,,
Chrysophyllum ovale,1263122,0.179,0.196,0.107,0.373,0.256,0.003,0.048,0.027,,VU,,,,,,
Ouratea ferruginea,1260700,0.188,0.532,0.027,0.105,0.078,0.004,0.052,0.049,,,,,,,,
Bellucia umbellata,1260245,0.070,0.479,0.044,0.171,0.100,0.002,0.064,0.035,,,,,,,,
Cestrum microcalyx,1255405,0.032,0.532,0.010,0.076,0.028,0.000,0.027,0.011,,,,,,,,
Styrax macrophyllus,1252251,0.149,0.468,0.021,0.080,0.055,0.001,0.031,0.021,,,,,,,,
Vitex capitata,1250739.38,0.086228822,0.442362908,0.022869372,0.069395499,0.054511203,0.000847611,0.024232027,0.017953674,,,,,,,,
Platymiscium pubescens,1250626,0.114,0.262,0.154,0.480,0.318,0.001,0.079,0.016,,VU,VU,,,,,
Remijia roraimae,1248343,0.031,0.129,0.077,0.259,0.203,0.003,0.039,0.020,,,,,,,,
Inga ilta,1247100,0.169,0.185,0.117,0.292,0.232,0.003,0.030,0.023,,,,,,,,
Tovomita obscura,1245820.921,0.026526157,0.234590505,0.020647417,0.082026933,0.061206798,0.000468749,0.015538815,0.009028442,,,,,,,,
Duguetia paraensis,1245770,0.310,0.206,0.005,0.092,0.027,0.000,0.077,0.016,,,,,,,,
Tetrameranthus duckei,1243772,0.093,0.491,0.023,0.339,0.180,0.000,0.137,0.062,,VU,,,,,,
Nectandra oppositifolia,1242902,0.175,0.164,0.139,0.348,0.274,0.003,0.035,0.027,,VU,,,,,,
Miconia acutifolia,1240746,0.008,0.412,0.274,0.547,0.318,0.003,0.045,0.016,,EN,VU,,,,,
Ocotea minutiflora,1239013,0.082,0.489,0.048,0.188,0.109,0.003,0.070,0.037,,,,,,,,
Allophylus angustatus,1236709,0.245,0.229,0.039,0.348,0.174,0.001,0.178,0.051,,VU,,,,,,
Dichapetalum spruceanum,1236615,0.073,0.517,0.009,0.059,0.027,0.000,0.022,0.012,,,,,,,,
Inga sarayacuensis,1236498,0.168,0.227,0.101,0.242,0.193,0.002,0.027,0.023,,,,,,,,
Dacryodes granatensis,1235263,0.097,0.593,0.008,0.045,0.025,0.000,0.017,0.013,,,,,,,,
Cassia moschata,1234599,0.042,0.319,0.018,0.032,0.028,0.001,0.009,0.008,,,,,,,,
Bathysa peruviana,1233427,0.062,0.297,0.034,0.154,0.111,0.001,0.031,0.024,,,,,,,,
Dichapetalum rugosum,1233239,0.026,0.455,0.005,0.087,0.042,0.000,0.064,0.033,,,,,,,,
Guatteria latipetala,1232472,0.150,0.592,0.012,0.036,0.038,0.000,0.016,0.024,,,,,,,,
Oxandra macrophylla,1232472,0.150,0.592,0.012,0.036,0.038,0.000,0.016,0.024,,,,,,,,
Cremastosperma gracilipes,1229988,0.159,0.260,0.102,0.227,0.186,0.001,0.027,0.026,,,,,,,,
Anomospermum solimoesanum,1228741,0.055,0.642,0.028,0.344,0.084,0.000,0.186,0.027,,VU,,,,,,
Guatteria gentryi,1227624,0.052,0.332,0.063,0.309,0.233,0.001,0.062,0.045,,VU,,,,,,
Ternstroemia punctata,1226300,0.078,0.137,0.023,0.122,0.108,0.001,0.033,0.027,,,,,,,,
Elizabetha paraensis,1217315,0.309,0.288,0.006,0.191,0.043,0.000,0.163,0.022,,,,,,,,
Casearia megacarpa,1217267,0.193,0.424,0.034,0.201,0.115,0.003,0.064,0.029,,,,,,,,
Cosmibuena grandiflora,1216042,0.040,0.148,0.537,0.819,0.653,0.030,0.084,0.044,EN,CR,EN,,,,,
Miconia brevipes,1215420,0.015,0.609,0.049,0.648,0.197,0.000,0.381,0.066,,EN,,,,,,
Ouratea angulata,1215156,0.124,0.273,0.200,0.478,0.300,0.003,0.072,0.018,,VU,,,,,,
Botryarrhena venezuelensis,1215077,0.084,0.485,0.048,0.186,0.109,0.003,0.069,0.037,,,,,,,,
Ficus membranacea,1213380,0.189,0.113,0.186,0.382,0.319,0.001,0.040,0.044,,VU,VU,,,,,
Aniba coto,1212336,0.119,0.143,0.175,0.416,0.346,0.002,0.041,0.033,,VU,VU,,,,,
Senefelderopsis chiribiquetensis,1212028,0.272,0.357,0.028,0.061,0.052,0.000,0.012,0.017,,,,,,,,
Odontadenia verrucosa,1210846,0.007,0.680,0.066,0.660,0.223,0.001,0.414,0.076,,EN,,,,,,
Calycolpus goetheanus,1210269,0.072,0.429,0.152,0.643,0.297,0.005,0.238,0.036,,EN,,,,,,
Quiina blackii,1209806,0.120,0.447,0.053,0.176,0.108,0.003,0.066,0.039,,,,,,,,
Galipea ciliata,1205377,0.136,0.210,0.267,0.456,0.320,0.002,0.039,0.009,,VU,VU,,,,,
Acanthosyris annonagustata,1205194,0.193,0.189,0.097,0.236,0.187,0.002,0.024,0.020,,,,,,,,
Byrsonima coccolobifolia,1203007,0.008,0.209,0.407,0.759,0.463,0.012,0.051,0.011,VU,EN,VU,,,,,
Miconia appendiculata,1199420,0.163,0.345,0.100,0.228,0.205,0.001,0.025,0.025,,,,,,,,
Astrocaryum rodriguesii,1196140,0.151,0.317,0.043,0.571,0.282,0.000,0.276,0.094,,EN,,,,,,
Tovomita tenuiflora,1195598.216,0.06658675,0.597581981,0.013670444,0.21907896,0.082801633,0.000270056,0.082806244,0.026310568,,,,,,,,
Copaifera epunctata,1190136,0.094,0.112,0.017,0.149,0.092,0.000,0.028,0.009,,,,,,,,
Allophylus leptostachys,1190133,0.033,0.377,0.383,0.631,0.431,0.001,0.116,0.019,VU,EN,VU,,,,,
Elaeodendron xylocarpum,1188898,0.150,0.273,0.270,0.469,0.306,0.002,0.057,0.010,,VU,VU,,,,,
Parkia reticulata,1188264,0.230,0.305,0.029,0.378,0.164,0.000,0.207,0.058,,VU,,,,,,
Ocotea bracteosa,1181965,0.048,0.445,0.025,0.083,0.055,0.001,0.035,0.025,,,,,,,,
Inga lopadadenia,1181410,0.035,0.498,0.012,0.066,0.030,0.000,0.025,0.012,,,,,,,,
Pouteria sessiliflora,1181024,0.012,0.671,0.057,0.634,0.195,0.001,0.394,0.068,,EN,,,,,,
Aiouea mocambensis,1180624,0.053,0.402,0.085,0.539,0.337,0.000,0.172,0.056,,EN,VU,,,,,
Myrcia regnelliana,1179914,0.137,0.293,0.236,0.386,0.263,0.002,0.045,0.009,,VU,,,,,,
Pleurothyrium cinereum,1179862,0.152,0.259,0.087,0.207,0.166,0.002,0.024,0.022,,,,,,,,
Psychotria pichisensis,1174051,0.152,0.332,0.085,0.145,0.101,0.000,0.029,0.011,,,,,,,,
Tovomita rubella,1173861.095,0.088957584,0.467566651,0.036508242,0.464976246,0.227696135,3.28126E-05,0.193193167,0.068458735,,VU,,,,,,
Phytelephas macrocarpa,1172498,0.074,0.412,0.048,0.562,0.243,0.000,0.267,0.095,,EN,,,,,,
Endlicheria szyszylowiczii,1172346,0.041,0.359,0.051,0.595,0.328,0.001,0.173,0.071,,EN,VU,,,,,
Conceveiba maynasensis,1168339,0.053,0.448,0.031,0.090,0.055,0.001,0.038,0.025,,,,,,,,
Alchornea oblonga,1167236,0.038,0.498,0.019,0.130,0.072,0.000,0.036,0.021,,,,,,,,
Hirtella mutisii,1166277,0.038,0.498,0.019,0.130,0.072,0.000,0.036,0.021,,,,,,,,
Sterculia amazonica,1163169,0.116,0.380,0.045,0.130,0.111,0.003,0.029,0.025,,,,,,,,
Miconia aulocalyx,1160750,0.149,0.398,0.034,0.331,0.180,0.003,0.100,0.041,,VU,,,,,,
